C1275,1,,,,,
C1277,1,,,,,
C1278,5,,,,,
C1279,2,,,,,
C128,2,,,,,
C1280,1,,,,,
C1281,1,,,,,
C1282,1,,,,,
C1283,2,,,,,
C1284,2,,,,,
C1285,1,,,,,
C1286,3,,,,,
C1287,3,,,,,
C1288,2,,,,,
C1289,1,,,,,
C129,3,,,,,
C1290,5,,,,,
C1291,2,,,,,
C1292,1,,,,,
C1293,1,,,,,
C1294,2,,,,,
C1296,3,,,,,
C1297,3,,,,,
C1298,2,,,,,
C1299,2,,,,,
C130,2,,,,,
C1301,2,,,,,
C1302,1,,,,,
C1303,2,,,,,
C1304,2,,,,,
C1305,1,,,,,
C1306,1,,,,,
C1307,1,,,,,
C1308,2,,,,,
C1310,2,,,,,
C1312,3,,,,,
C1313,1,,,,,
C1314,1,,,,,
C1316,2,,,,,
C1318,2,,,,,
C1319,2,,,,,
C132,3,,,,,
C1321,3,,,,,
C1322,2,,,,,
C1324,2,,,,,
C1325,2,,,,,
C1326,5,,,,,
C1327,2,,,,,
C1330,2,,,,,
C1332,5,,,,,
C1333,1,,,,,
C1334,1,,,,,
C1336,2,,,,,
C1337,2,,,,,
C1338,2,,,,,
C1339,1,,,,,
C134,1,,,,,
C1340,2,,,,,
C1341,5,,,,,
C1342,1,,,,,
C1343,3,,,,,
C1344,2,,,,,
C1345,5,,,,,
C1346,4,,,,,
C1347,3,,,,,
C1348,1,,,,,
C1349,1,,,,,
C135,1,,,,,
C1350,1,,,,,
C1351,4,,,,,
C1352,1,,,,,
C1353,4,,,,,
C1355,5,,,,,
C1356,3,,,,,
C1357,4,,,,,
C1358,4,,,,,
C1359,2,,,,,
C136,1,,,,,
C1361,1,,,,,
C1362,3,,,,,
C1363,1,,,,,
C1364,2,,,,,
C1365,4,,,,,
C1366,2,,,,,
C1367,2,,,,,
C1368,1,,,,,
C1369,2,,,,,
C137,5,,,,,
C1371,2,,,,,
C1372,5,,,,,
C1373,2,,,,,
C1374,2,,,,,
C1375,3,,,,,
C1376,3,,,,,
C1378,3,,,,,
C138,1,,,,,
C1380,3,,,,,
C1381,5,,,,,
C1382,3,,,,,
C1385,2,,,,,
C1387,2,,,,,
C1388,2,,,,,
C1389,2,,,,,
C139,3,,,,,
C1390,1,,,,,
C1392,3,,,,,
C1393,2,,,,,
C1394,1,,,,,
C1395,3,,,,,
C1396,1,,,,,
C1397,4,,,,,
C1398,3,,,,,
C1399,4,,,,,
C1401,1,,,,,
C1404,2,,,,,
C1405,2,,,,,
C1406,4,,,,,
C1408,1,,,,,
C141,3,,,,,
C1410,1,,,,,
C1411,1,,,,,
C1412,1,,,,,
C1413,4,,,,,
C1414,1,,,,,
C1415,2,,,,,
C1416,4,,,,,
C1417,4,,,,,
C1418,1,,,,,
C1419,2,,,,,
C142,2,,,,,
C1421,1,,,,,
C1422,3,,,,,
C1423,2,,,,,
C1424,4,,,,,
C1425,3,,,,,
C1428,2,,,,,
C1429,1,,,,,
C1430,1,,,,,
C1431,3,,,,,
C1432,1,,,,,
C1433,1,,,,,
C1434,1,,,,,
C1435,1,,,,,
C1436,1,,,,,
C1437,2,,,,,
C1439,3,,,,,
C144,3,,,,,
C1440,1,,,,,
C1441,2,,,,,
C1442,2,,,,,
C1443,2,,,,,
C1444,1,,,,,
C1445,2,,,,,
C1446,2,,,,,
C1447,2,,,,,
C1449,1,,,,,
C145,2,,,,,
C1450,4,,,,,
C1451,1,,,,,
C1452,2,,,,,
C1453,1,,,,,
C1454,2,,,,,
C1455,2,,,,,
C1457,3,,,,,
C1458,2,,,,,
C1459,2,,,,,
C146,3,,,,,
C1460,4,,,,,
C1461,3,,,,,
C1462,2,,,,,
C1463,3,,,,,
C1464,2,,,,,
C1465,3,,,,,
C1467,3,,,,,
C1468,3,,,,,
C147,2,,,,,
C1470,1,,,,,
C1471,1,,,,,
C1472,1,,,,,
C1473,3,,,,,
C1474,3,,,,,
C1476,2,,,,,
C1477,3,,,,,
C148,2,,,,,
C1480,2,,,,,
C1482,1,,,,,
C1483,3,,,,,
C1484,4,,,,,
C1485,1,,,,,
C1487,4,,,,,
C1488,1,,,,,
C1489,1,,,,,
C149,5,,,,,
C1491,3,,,,,
C1492,2,,,,,
C1493,4,,,,,
C1495,1,,,,,
C1496,2,,,,,
C1497,2,,,,,
C1498,3,,,,,
C1499,1,,,,,
C150,5,,,,,
C1500,2,,,,,
C1501,2,,,,,
C1502,1,,,,,
C1503,3,,,,,
C1504,3,,,,,
C1505,1,,,,,
C1507,4,,,,,
C1508,2,,,,,
C1509,1,,,,,
C1510,1,,,,,
C1511,3,,,,,
C1513,1,,,,,
C1514,5,,,,,
C1515,3,,,,,
C1517,1,,,,,
C1518,2,,,,,
C152,5,,,,,
C1520,5,,,,,
C1521,2,,,,,
C1522,2,,,,,
C1523,2,,,,,
C1524,3,,,,,
C1525,1,,,,,
C1526,1,,,,,
C1529,1,,,,,
C153,2,,,,,
C1530,1,,,,,
C1531,1,,,,,
C1532,1,,,,,
C1533,7,,,,,
C1534,1,,,,,
C1535,1,,,,,
C1537,1,,,,,
C1538,3,,,,,
C1539,2,,,,,
C1540,3,,,,,
C1541,4,,,,,
C1542,1,,,,,
C1543,1,,,,,
C1544,4,,,,,
C1545,1,,,,,
C1546,2,,,,,
C1548,5,,,,,
C1549,2,,,,,
C155,3,,,,,
C1550,3,,,,,
C1551,1,,,,,
C1552,4,,,,,
C1553,3,,,,,
C1554,2,,,,,
C1555,1,,,,,
C1556,4,,,,,
C1557,2,,,,,
C1559,2,,,,,
C156,1,,,,,
C1560,2,,,,,
C1561,6,,,,,
C1562,2,,,,,
C1563,4,,,,,
C1564,1,,,,,
C1565,2,,,,,
C1566,3,,,,,
C1567,2,,,,,
C1568,2,,,,,
C1569,3,,,,,
C157,3,,,,,
C1572,1,,,,,
C1574,2,,,,,
C1575,3,,,,,
C1576,2,,,,,
C1577,2,,,,,
C1578,1,,,,,
C1579,1,,,,,
C158,1,,,,,
C1580,1,,,,,
C1581,2,,,,,
C1582,4,,,,,
C1583,1,,,,,
C1584,3,,,,,
C1585,3,,,,,
C1586,1,,,,,
C1588,2,,,,,
C1589,1,,,,,
C159,2,,,,,
C1590,6,,,,,
C1591,2,,,,,
C1592,2,,,,,
C1593,1,,,,,
C1594,4,,,,,
C1595,3,,,,,
C1596,1,,,,,
C1597,1,,,,,
C1598,1,,,,,
C1599,1,,,,,
C160,2,,,,,
C1600,3,,,,,
C1601,1,,,,,
C1602,1,,,,,
C1603,2,,,,,
C1604,2,,,,,
C1605,1,,,,,
C1606,2,,,,,
C1607,1,,,,,
C1608,1,,,,,
C1609,4,,,,,
C161,3,,,,,
C1610,1,,,,,
C1611,4,,,,,
C1612,1,,,,,
C1613,4,,,,,
C1614,2,,,,,
C1615,1,,,,,
C1616,2,,,,,
C1617,1,,,,,
C1618,5,,,,,
C1619,1,,,,,
C162,3,,,,,
C1620,3,,,,,
C1623,3,,,,,
C1624,1,,,,,
C1626,3,,,,,
C1627,1,,,,,
C1628,2,,,,,
C163,3,,,,,
C1631,1,,,,,
C1632,3,,,,,
C1633,3,,,,,
C1634,4,,,,,
C1635,2,,,,,
C1636,3,,,,,
C1637,1,,,,,
C1638,4,,,,,
C1639,1,,,,,
C1641,2,,,,,
C1643,4,,,,,
C1644,4,,,,,
C1645,1,,,,,
C1647,1,,,,,
C1648,1,,,,,
C1649,2,,,,,
C165,1,,,,,
C1650,3,,,,,
C1652,1,,,,,
C1653,1,,,,,
C1655,1,,,,,
C1656,2,,,,,
C1658,3,,,,,
C1659,2,,,,,
C166,3,,,,,
C1661,2,,,,,
C1662,2,,,,,
C1663,3,,,,,
C1664,6,,,,,
C1665,2,,,,,
C1666,2,,,,,
C1667,1,,,,,
C1668,1,,,,,
C1669,2,,,,,
C167,1,,,,,
C1670,2,,,,,
C1671,4,,,,,
C1673,5,,,,,
C1674,3,,,,,
C1675,5,,,,,
C1676,1,,,,,
C1677,1,,,,,
C1678,2,,,,,
C1679,2,,,,,
C168,2,,,,,
C1680,1,,,,,
C1681,1,,,,,
C1682,1,,,,,
C1683,3,,,,,
C1684,3,,,,,
C1685,1,,,,,
C1686,1,,,,,
C1687,3,,,,,
C1688,1,,,,,
C1689,1,,,,,
C169,3,,,,,
C1690,1,,,,,
C1691,1,,,,,
C1692,2,,,,,
C1693,1,,,,,
C1694,1,,,,,
C1696,2,,,,,
C1697,3,,,,,
C1698,2,,,,,
C1699,2,,,,,
C1700,2,,,,,
C1701,2,,,,,
C1702,1,,,,,
C1703,2,,,,,
C1704,5,,,,,
C1707,1,,,,,
C1708,3,,,,,
C1710,2,,,,,
C1711,2,,,,,
C1712,3,,,,,
C1713,3,,,,,
C1715,4,,,,,
C1716,4,,,,,
C1717,4,,,,,
C1718,4,,,,,
C1719,2,,,,,
C172,2,,,,,
C1720,1,,,,,
C1721,3,,,,,
C1722,1,,,,,
C1723,2,,,,,
C1724,2,,,,,
C1725,3,,,,,
C1726,2,,,,,
C1727,3,,,,,
C1728,1,,,,,
C1729,1,,,,,
C173,3,,,,,
C1730,1,,,,,
C1731,2,,,,,
C1732,3,,,,,
C1733,1,,,,,
C1734,2,,,,,
C1735,2,,,,,
C1736,4,,,,,
C1737,5,,,,,
C1738,4,,,,,
C1739,2,,,,,
C174,3,,,,,
C1740,2,,,,,
C1741,2,,,,,
C1743,1,,,,,
C1744,3,,,,,
C1745,1,,,,,
C1746,2,,,,,
C1747,1,,,,,
C1748,4,,,,,
C1749,3,,,,,
C175,1,,,,,
C1750,3,,,,,
C1751,1,,,,,
C1753,1,,,,,
C1754,2,,,,,
C1756,3,,,,,
C1757,1,,,,,
C1758,1,,,,,
C1759,2,,,,,
C176,1,,,,,
C1760,1,,,,,
C1761,1,,,,,
C1762,2,,,,,
C1763,2,,,,,
C1764,1,,,,,
C1765,1,,,,,
C1766,4,,,,,
C1767,6,,,,,
C1768,3,,,,,
C177,2,,,,,
C1770,5,,,,,
C1771,4,,,,,
C1772,1,,,,,
C1773,1,,,,,
C1774,1,,,,,
C1776,3,,,,,
C1777,2,,,,,
C1778,1,,,,,
C1779,3,,,,,
C178,2,,,,,
C1780,2,,,,,
C1781,2,,,,,
C1782,3,,,,,
C1784,2,,,,,
C1785,1,,,,,
C1786,1,,,,,
C1787,3,,,,,
C1788,3,,,,,
C1789,3,,,,,
C179,2,,,,,
C1790,2,,,,,
C1791,5,,,,,
C1792,1,,,,,
C1794,3,,,,,
C1795,1,,,,,
C1796,4,,,,,
C1797,2,,,,,
C1799,3,,,,,
C180,2,,,,,
C1801,1,,,,,
C1802,4,,,,,
C1803,4,,,,,
C1804,2,,,,,
C1805,1,,,,,
C1806,4,,,,,
C1807,3,,,,,
C1808,3,,,,,
C1809,1,,,,,
C181,3,,,,,
C1812,1,,,,,
C1813,2,,,,,
C1814,1,,,,,
C1815,4,,,,,
C1816,2,,,,,
C1817,4,,,,,
C1818,3,,,,,
C182,3,,,,,
C1820,2,,,,,
C1821,3,,,,,
C1823,1,,,,,
C1824,2,,,,,
C1825,1,,,,,
C1828,2,,,,,
C1829,3,,,,,
C183,2,,,,,
C1830,1,,,,,
C1831,2,,,,,
C1832,1,,,,,
C1834,4,,,,,
C1835,1,,,,,
C1836,1,,,,,
C1837,1,,,,,
C1838,2,,,,,
C184,3,,,,,
C1841,2,,,,,
C1842,1,,,,,
C1843,2,,,,,
C1844,4,,,,,
C1845,2,,,,,
C1846,4,,,,,
C1847,6,,,,,
C1848,1,,,,,
C1849,1,,,,,
C1850,1,,,,,
C1853,1,,,,,
C1854,3,,,,,
C1855,1,,,,,
C1856,1,,,,,
C1857,2,,,,,
C1859,2,,,,,
C186,1,,,,,
C1860,3,,,,,
C1861,1,,,,,
C1862,1,,,,,
C1863,4,,,,,
C1864,2,,,,,
C1865,1,,,,,
C1866,4,,,,,
C1867,1,,,,,
C1868,1,,,,,
C1869,3,,,,,
C187,4,,,,,
C1870,2,,,,,
C1871,4,,,,,
C1872,2,,,,,
C1873,2,,,,,
C1874,1,,,,,
C1876,2,,,,,
C1877,2,,,,,
C1878,3,,,,,
C1879,1,,,,,
C188,2,,,,,
C1881,1,,,,,
C1882,4,,,,,
C1883,2,,,,,
C1884,3,,,,,
C1885,2,,,,,
C1886,3,,,,,
C1887,1,,,,,
C1888,1,,,,,
C189,1,,,,,
C1890,2,,,,,
C1891,2,,,,,
C1892,3,,,,,
C1894,1,,,,,
C1895,3,,,,,
C1896,1,,,,,
C1897,3,,,,,
C1898,1,,,,,
C1899,1,,,,,
C1902,4,,,,,
C1903,2,,,,,
C1904,1,,,,,
C1905,5,,,,,
C1906,2,,,,,
C1907,1,,,,,
C1910,1,,,,,
C1911,2,,,,,
C1912,1,,,,,
C1913,1,,,,,
C1914,2,,,,,
C1915,1,,,,,
C1916,3,,,,,
C1917,2,,,,,
C1918,1,,,,,
C1919,1,,,,,
C192,3,,,,,
C1920,1,,,,,
C1921,4,,,,,
C1922,3,,,,,
C1923,1,,,,,
C1924,2,,,,,
C1925,2,,,,,
C1926,3,,,,,
C1927,4,,,,,
C1928,3,,,,,
C1929,2,,,,,
C193,1,,,,,
C1930,4,,,,,
C1931,2,,,,,
C1932,2,,,,,
C1933,2,,,,,
C1934,5,,,,,
C1935,3,,,,,
C1936,2,,,,,
C1937,2,,,,,
C1938,1,,,,,
C1939,1,,,,,
C194,1,,,,,
C1940,4,,,,,
C1941,3,,,,,
C1943,3,,,,,
C1944,2,,,,,
C1945,5,,,,,
C1946,2,,,,,
C1947,1,,,,,
C1948,2,,,,,
C1949,2,,,,,
C195,4,,,,,
C1950,1,,,,,
C1951,4,,,,,
C1952,3,,,,,
C1953,1,,,,,
C1954,3,,,,,
C1955,1,,,,,
C1956,1,,,,,
C1957,3,,,,,
C1958,1,,,,,
C1959,2,,,,,
C196,2,,,,,
C1960,1,,,,,
C1961,1,,,,,
C1962,1,,,,,
C1963,3,,,,,
C1964,3,,,,,
C1965,1,,,,,
C1967,1,,,,,
C1969,2,,,,,
C197,1,,,,,
C1970,3,,,,,
C1971,2,,,,,
C1972,2,,,,,
C1973,2,,,,,
C1974,2,,,,,
C1975,2,,,,,
C1976,2,,,,,
C1978,1,,,,,
C1979,2,,,,,
C198,3,,,,,
C1980,2,,,,,
C1981,4,,,,,
C1982,2,,,,,
C1983,2,,,,,
C1984,1,,,,,
C1986,1,,,,,
C1987,1,,,,,
C1989,3,,,,,
C199,4,,,,,
C1991,2,,,,,
C1992,2,,,,,
C1993,5,,,,,
C1994,2,,,,,
C1995,1,,,,,
C1997,1,,,,,
C1998,1,,,,,
C1999,2,,,,,
C200,3,,,,,
C2000,2,,,,,
C2005,2,,,,,
C2006,1,,,,,
C2007,2,,,,,
C2008,2,,,,,
C201,2,,,,,
C2010,1,,,,,
C2011,2,,,,,
